...1,Authors (Year),ID,Site,Lat,Long,Management_(OA_MPA_MEARB_Other),Temporal_Scale,Mean kelp,Mean no Kelp,Mean + one error bar Kelp,Mean + one error bar no Kelp,Error Kelp,Error no-Kelp,Error Type,Variable,N (Kelp),N (no-kelp),Unit Dimensions,Area (m2),Notes on Type of study,Comments,Kelp Taxon,Clearing Size (m^2),Time Until Resampling (days),Mean Depth (m),Inferred Mechanism of Clearing (experiment_storm_heat wave_barren_kelp addition),Type of Study (Experimental_ObservatioNAl),"Observational Study Type (Spatial, Temporal)",Single Species? (yes/no),Total Abundance? (yes/no),Species Richness? (yes/no),Biomass? (yes/no),Clearing Response (algae_barren_kelp),"Survey Type (quadrat, transect, video, photo, Net/Trap)",Short Variable Description,Latititude in Decimal Degrees,Longitude in Decimal Degrees,"Juvenile, Adult, Both",sample unit area (m^2),Total Area Sampled per Treatment (m^2: n*replicate area),Mean kelp t0,Mean no Kelp t0,Mean + one error bar Kelp t0,Mean + one error bar no Kelp t0,Error Kelp t0,Error no-Kelp t0,Error Type t0,Date of t0 (dd/mm/yyyy),Fish Species,Order,Family,Trophic level,Trophic group,Total Lenght (cm),Biomass (gr),Habitat Association (Benthic-Pelagic-Demersal)
136,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,2.24,0.46,4.81,1.08,2.57,0.62,SD,Number of Notoclinops segmentatus in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,250,Abundance of reef fish species in five habitats,Fig. 4(6),Ecklonia radiata,NA,NA,"10,625",barren,Observational,Spatial,yes,no,no,no,no,Transect,Notoclinops segmentatus abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,Notoclinops segmentatus,Blenniiformes,Tripterygiidae,"3,32",invertivore,"4,4",NA,Demersal
137,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,1.37,0,2.84,0,1.47,0,SD,Number of Notoclinops segmentatus in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(6),Ecklonia radiata,NA,NA,"17,25",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Notoclinops segmentatus abundance,-36.283,174.8,Both,250,1375,NA,NA,NA,NA,NA,NA,NA,NA,Notoclinops segmentatus,Blenniiformes,Tripterygiidae,"3,32",invertivore,"4,4",NA,Demersal
138,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,2.24,0,4.81,0,2.57,0,SD,Number of Notoclinops segmentatus in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(6),Ecklonia radiata,NA,NA,"17,25",barren,Observational,Spatial,yes,no,no,no,no,Transect,Notoclinops segmentatus abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Notoclinops segmentatus,Blenniiformes,Tripterygiidae,"3,32",invertivore,"4,4",NA,Demersal
139,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,2.49,0,4.11,0,1.62,0,SD,Number of Forsterygion varium in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(7),Ecklonia radiata,NA,NA,"10,375",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Forsterygion varium abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion varium,Blenniiformes,Tripterygiidae,"3,4",invertivore,13,"37,90215382",Demersal
140,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,5.77,0,7.12,0,1.35,0,SD,Number of Forsterygion varium in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(7),Ecklonia radiata,NA,NA,"10,375",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion varium abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion varium,Blenniiformes,Tripterygiidae,"3,4",invertivore,13,"37,90215382",Demersal
141,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,2.49,1.33,4.11,2.26,1.62,0.93,SD,Number of Forsterygion varium in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(7),Ecklonia radiata,NA,NA,"6,75",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Forsterygion varium abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion varium,Blenniiformes,Tripterygiidae,"3,4",invertivore,13,"37,90215382",Demersal
142,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,5.77,8.56,7.12,16.17,1.35,7.61,SD,Number of Forsterygion varium in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,250,Abundance of reef fish species in five habitats,Fig. 4(7),Ecklonia radiata,NA,NA,"6,75",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion varium abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion varium,Blenniiformes,Tripterygiidae,"3,4",invertivore,13,"37,90215382",Demersal
143,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,2.49,0,4.11,0,1.62,0,SD,Number of Forsterygion varium in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(7),Ecklonia radiata,NA,NA,"13,375",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Forsterygion varium abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion varium,Blenniiformes,Tripterygiidae,"3,4",invertivore,13,"37,90215382",Demersal
144,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,5.77,0,7.12,0,1.35,0,SD,Number of Forsterygion varium in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(7),Ecklonia radiata,NA,NA,"13,375",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion varium abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion varium,Blenniiformes,Tripterygiidae,"3,4",invertivore,13,"37,90215382",Demersal
145,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.75,0,1.87,0,1.12,0,SD,Number of Forsterygion varium in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(7),Ecklonia radiata,NA,NA,"14,25",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Forsterygion varium abundance,-36.283,174.8,Both,250,1375,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion varium,Blenniiformes,Tripterygiidae,"3,4",invertivore,13,"37,90215382",Demersal
146,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,4.85,0,10.64,0,5.79,0,SD,Number of Forsterygion varium in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(7),Ecklonia radiata,NA,NA,"14,25",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion varium abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion varium,Blenniiformes,Tripterygiidae,"3,4",invertivore,13,"37,90215382",Demersal
147,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.75,1.33,1.87,2.26,1.12,0.93,SD,Number of Forsterygion varium in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,4,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(7),Ecklonia radiata,NA,NA,"10,625",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Forsterygion varium abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion varium,Blenniiformes,Tripterygiidae,"3,4",invertivore,13,"37,90215382",Demersal
148,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,4.85,8.56,10.64,16.17,5.79,7.61,SD,Number of Forsterygion varium in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,250,Abundance of reef fish species in five habitats,Fig. 4(7),Ecklonia radiata,NA,NA,"10,625",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion varium abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion varium,Blenniiformes,Tripterygiidae,"3,4",invertivore,13,"37,90215382",Demersal
149,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.75,0,1.87,0,1.12,0,SD,Number of Forsterygion varium in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(7),Ecklonia radiata,NA,NA,"17,25",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Forsterygion varium abundance,-36.283,174.8,Both,250,1375,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion varium,Blenniiformes,Tripterygiidae,"3,4",invertivore,13,"37,90215382",Demersal
150,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,4.85,0,10.64,0,5.79,0,SD,Number of Forsterygion varium in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(7),Ecklonia radiata,NA,NA,"17,25",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion varium abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion varium,Blenniiformes,Tripterygiidae,"3,4",invertivore,13,"37,90215382",Demersal
151,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.22,0,0.65,0,0.43,0,SD,Number of Forsterygion lapillum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(8),Ecklonia radiata,NA,NA,"10,375",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Forsterygion lapillum abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion lapillum,Blenniiformes,Tripterygiidae,"3,2",invertivore,"6,7","1,884258447",Benthopelagic
152,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.22,0,0.65,0,0.43,0,SD,Number of Forsterygion lapillum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(8),Ecklonia radiata,NA,NA,"10,375",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion lapillum abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion lapillum,Blenniiformes,Tripterygiidae,"3,2",invertivore,"6,7","1,884258447",Benthopelagic
153,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.22,0,0.65,0,0.43,0,SD,Number of Forsterygion lapillum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(8),Ecklonia radiata,NA,NA,"6,75",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Forsterygion lapillum abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion lapillum,Blenniiformes,Tripterygiidae,"3,2",invertivore,"6,7","1,884258447",Benthopelagic
154,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.22,0.76,0.65,1.26,0.43,0.5,SD,Number of Forsterygion lapillum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,250,Abundance of reef fish species in five habitats,Fig. 4(8),Ecklonia radiata,NA,NA,"6,75",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion lapillum abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion lapillum,Blenniiformes,Tripterygiidae,"3,2",invertivore,"6,7","1,884258447",Benthopelagic
155,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.22,0,0.65,0,0.43,0,SD,Number of Forsterygion lapillum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(8),Ecklonia radiata,NA,NA,"13,375",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Forsterygion lapillum abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion lapillum,Blenniiformes,Tripterygiidae,"3,2",invertivore,"6,7","1,884258447",Benthopelagic
156,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.22,0,0.65,0,0.43,0,SD,Number of Forsterygion lapillum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(8),Ecklonia radiata,NA,NA,"13,375",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion lapillum abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion lapillum,Blenniiformes,Tripterygiidae,"3,2",invertivore,"6,7","1,884258447",Benthopelagic
157,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.52,0,1.34,0,0.82,0,SD,Number of Forsterygion lapillum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(8),Ecklonia radiata,NA,NA,"14,25",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Forsterygion lapillum abundance,-36.283,174.8,Both,250,1375,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion lapillum,Blenniiformes,Tripterygiidae,"3,2",invertivore,"6,7","1,884258447",Benthopelagic
158,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,2.61,0,3.51,0,0.9,0,SD,Number of Forsterygion lapillum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(8),Ecklonia radiata,NA,NA,"14,25",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion lapillum abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion lapillum,Blenniiformes,Tripterygiidae,"3,2",invertivore,"6,7","1,884258447",Benthopelagic
159,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.52,0,1.34,0,0.82,0,SD,Number of Forsterygion lapillum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,4,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(8),Ecklonia radiata,NA,NA,"10,625",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Forsterygion lapillum abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion lapillum,Blenniiformes,Tripterygiidae,"3,2",invertivore,"6,7","1,884258447",Benthopelagic
160,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,2.61,0.76,3.51,1.26,0.9,0.5,SD,Number of Forsterygion lapillum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,250,Abundance of reef fish species in five habitats,Fig. 4(8),Ecklonia radiata,NA,NA,"10,625",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion lapillum abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion lapillum,Blenniiformes,Tripterygiidae,"3,2",invertivore,"6,7","1,884258447",Benthopelagic
161,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.52,0,1.34,0,0.82,0,SD,Number of Forsterygion lapillum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(8),Ecklonia radiata,NA,NA,"17,25",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Forsterygion lapillum abundance,-36.283,174.8,Both,250,1375,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion lapillum,Blenniiformes,Tripterygiidae,"3,2",invertivore,"6,7","1,884258447",Benthopelagic
162,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,2.61,0,3.51,0,0.9,0,SD,Number of Forsterygion lapillum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(8),Ecklonia radiata,NA,NA,"17,25",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion lapillum abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion lapillum,Blenniiformes,Tripterygiidae,"3,2",invertivore,"6,7","1,884258447",Benthopelagic
163,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.23,0,0.66,0,0.43,0,SD,Number of Forsterygion flavronigrum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(9),Ecklonia radiata,NA,NA,"10,375",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion flavronigrum abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion flavonigrum,Blenniiformes,Tripterygiidae,"3,28",invertivore,5,NA,Demersal
164,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.23,0,0.66,0,0.43,0,SD,Number of Forsterygion flavronigrum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,250,Abundance of reef fish species in five habitats,Fig. 4(9),Ecklonia radiata,NA,NA,"6,75",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion flavronigrum abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion flavonigrum,Blenniiformes,Tripterygiidae,"3,28",invertivore,5,NA,Demersal
165,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.23,0,0.66,0,0.43,0,SD,Number of Forsterygion flavronigrum in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(9),Ecklonia radiata,NA,NA,"13,375",barren,Observational,Spatial,yes,no,no,no,no,Transect,Forsterygion flavronigrum abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Forsterygion flavonigrum,Blenniiformes,Tripterygiidae,"3,28",invertivore,5,NA,Demersal
